event_id,mode,reason,bus,id_hex,byte,bit_lsb0,bit_out,expected,score,idle_samples,open_samples,action_samples,action_transitions,press_count,overflow,rule
14,state,idle_open_diff_confirmed_by_toggle,0,79,3,5,5,1,1407.0,865,846,717,4,,False,"B:0,ID:79,BY:3,BI:5,D:1;"
14,state,idle_open_diff_confirmed_by_toggle,0,203,0,6,6,1,1406.0,863,845,715,4,,False,"B:0,ID:203,BY:0,BI:6,D:1;"
14,state,idle_open_diff_confirmed_by_toggle,0,203,3,1,1,1,1406.0,863,845,715,4,,False,"B:0,ID:203,BY:3,BI:1,D:1;"
14,state,idle_open_diff_confirmed_by_toggle,0,203,3,2,2,1,1406.0,863,845,715,4,,False,"B:0,ID:203,BY:3,BI:2,D:1;"
14,state,idle_open_diff_confirmed_by_toggle,0,203,3,4,4,1,1406.0,863,845,715,4,,False,"B:0,ID:203,BY:3,BI:4,D:1;"
14,state,idle_open_diff_confirmed_by_toggle,0,203,6,3,3,1,1406.0,863,845,715,4,,False,"B:0,ID:203,BY:6,BI:3,D:1;"
14,state,idle_open_diff_confirmed_by_toggle,0,4F7,3,2,2,1,1113.0,86,84,71,4,,False,"B:0,ID:4F7,BY:3,BI:2,D:1;"
14,state,idle_open_diff_confirmed_by_toggle,0,9F,0,4,4,1,1097.0,87,85,76,4,,False,"B:0,ID:9F,BY:0,BI:4,D:1;"
