event_id,mode,reason,bus,id_hex,byte,bit_lsb0,bit_out,expected,score,idle_samples,open_samples,action_samples,action_transitions,press_count,overflow,rule
40,button,exact_press_release_count,0,9E,6,1,1,0,1065.0,174,0,5,6,3,False,"B:0,ID:9E,BY:6,BI:1,D:0;"
