event_id,mode,reason,bus,id_hex,byte,bit_lsb0,bit_out,expected,score,idle_samples,open_samples,action_samples,action_transitions,press_count,overflow,rule
5,state,idle_open_diff_confirmed_by_toggle,0,43E,4,3,3,1,1155.0,48,37,32,7,,False,"B:0,ID:43E,BY:4,BI:3,D:1;"
