event_id,mode,reason,bus,id_hex,byte,bit_lsb0,bit_out,expected,score,idle_samples,open_samples,action_samples,action_transitions,press_count,overflow,rule
12,state,idle_open_diff_confirmed_by_toggle,0,202,7,6,6,1,2143.0,1699,1657,969,33,,False,"B:0,ID:202,BY:7,BI:6,D:1;"
12,state,idle_open_diff_confirmed_by_toggle,0,202,7,7,7,0,1728.0,1699,1657,969,15,,False,"B:0,ID:202,BY:7,BI:7,D:0;"
12,state,idle_open_diff_confirmed_by_toggle,0,166,6,1,1,1,1629.0,340,332,195,29,,False,"B:0,ID:166,BY:6,BI:1,D:1;"
12,state,idle_open_diff_confirmed_by_toggle,0,166,6,0,0,1,1543.0,340,332,195,25,,False,"B:0,ID:166,BY:6,BI:0,D:1;"
12,state,idle_open_diff_confirmed_by_toggle,0,78,3,0,0,1,1450.0,849,829,856,8,,False,"B:0,ID:78,BY:3,BI:0,D:1;"
12,state,idle_open_diff_confirmed_by_toggle,0,78,4,7,7,0,1450.0,849,829,856,8,,False,"B:0,ID:78,BY:4,BI:7,D:0;"
12,state,idle_open_diff_confirmed_by_toggle,0,166,6,3,3,1,1389.0,340,332,195,17,,False,"B:0,ID:166,BY:6,BI:3,D:1;"
12,state,idle_open_diff_confirmed_by_toggle,0,240,2,5,5,0,1385.0,1415,1380,827,3,,False,"B:0,ID:240,BY:2,BI:5,D:0;"
12,state,idle_open_diff_confirmed_by_toggle,0,240,2,6,6,0,1385.0,1415,1380,827,3,,False,"B:0,ID:240,BY:2,BI:6,D:0;"
12,state,idle_open_diff_confirmed_by_toggle,0,240,2,7,7,0,1385.0,1415,1380,827,3,,False,"B:0,ID:240,BY:2,BI:7,D:0;"
12,state,idle_open_diff_confirmed_by_toggle,0,78,7,7,7,0,1256.0,849,829,856,8,,False,"B:0,ID:78,BY:7,BI:7,D:0;"
12,state,idle_open_diff_confirmed_by_toggle,0,42B,1,3,3,1,1223.0,340,331,195,7,,False,"B:0,ID:42B,BY:1,BI:3,D:1;"
12,state,idle_open_diff_confirmed_by_toggle,0,130,1,1,1,1,1212.0,850,829,485,3,,False,"B:0,ID:130,BY:1,BI:1,D:1;"
12,state,idle_open_diff_confirmed_by_toggle,0,130,2,7,7,0,1212.0,850,829,485,3,,False,"B:0,ID:130,BY:2,BI:7,D:0;"
12,state,idle_open_diff_confirmed_by_toggle,0,202,0,4,4,1,1208.0,1699,1657,969,3,,False,"B:0,ID:202,BY:0,BI:4,D:1;"
12,state,idle_open_diff_confirmed_by_toggle,0,9E,6,5,5,1,1199.0,169,166,171,8,,False,"B:0,ID:9E,BY:6,BI:5,D:1;"
12,state,idle_open_diff_confirmed_by_toggle,0,274,4,1,1,1,1165.0,171,166,182,4,,False,"B:0,ID:274,BY:4,BI:1,D:1;"
12,state,idle_open_diff_confirmed_by_toggle,0,FD,6,6,6,0,1151.0,850,829,485,3,,False,"B:0,ID:FD,BY:6,BI:6,D:0;"
12,state,idle_open_diff_confirmed_by_toggle,0,166,6,7,7,0,1149.0,340,332,195,6,,False,"B:0,ID:166,BY:6,BI:7,D:0;"
12,state,idle_open_diff_confirmed_by_toggle,0,FD,1,1,1,0,1145.0,850,829,485,4,,False,"B:0,ID:FD,BY:1,BI:1,D:0;"
12,state,idle_open_diff_confirmed_by_toggle,0,21F,5,5,5,0,1139.0,849,829,485,3,,False,"B:0,ID:21F,BY:5,BI:5,D:0;"
12,state,idle_open_diff_confirmed_by_toggle,0,130,5,1,1,1,1135.0,850,829,485,3,,False,"B:0,ID:130,BY:5,BI:1,D:1;"
12,state,idle_open_diff_confirmed_by_toggle,0,166,6,6,6,1,1131.0,340,332,195,5,,False,"B:0,ID:166,BY:6,BI:6,D:1;"
12,state,idle_open_diff_confirmed_by_toggle,0,42B,1,5,5,1,1131.0,340,331,195,5,,False,"B:0,ID:42B,BY:1,BI:5,D:1;"
