event_id,mode,reason,bus,id_hex,byte,bit_lsb0,bit_out,expected,score,idle_samples,open_samples,action_samples,action_transitions,press_count,overflow,rule
12,state,idle_open_diff_confirmed_by_toggle,0,FD,0,0,0,1,1129.0,850,829,485,3,,False,"B:0,ID:FD,BY:0,BI:0,D:1;"
12,state,idle_open_diff_confirmed_by_toggle,0,415,1,4,4,0,1126.0,170,166,106,4,,False,"B:0,ID:415,BY:1,BI:4,D:0;"
12,state,idle_open_diff_confirmed_by_toggle,0,FD,0,6,6,1,1103.0,850,829,485,3,,False,"B:0,ID:FD,BY:0,BI:6,D:1;"
12,state,idle_open_diff_confirmed_by_toggle,0,9F,2,0,0,1,1099.0,85,83,101,4,,False,"B:0,ID:9F,BY:2,BI:0,D:1;"
12,state,idle_open_diff_confirmed_by_toggle,0,43E,6,5,5,1,1098.0,34,33,43,4,,False,"B:0,ID:43E,BY:6,BI:5,D:1;"
12,state,idle_open_diff_confirmed_by_toggle,0,4F2,0,5,5,1,1097.0,170,166,171,4,,False,"B:0,ID:4F2,BY:0,BI:5,D:1;"
12,state,idle_open_diff_confirmed_by_toggle,0,42B,1,6,6,1,1089.0,340,331,195,3,,False,"B:0,ID:42B,BY:1,BI:6,D:1;"
12,state,idle_open_diff_confirmed_by_toggle,0,4FA,3,6,6,0,1081.0,170,165,98,3,,False,"B:0,ID:4FA,BY:3,BI:6,D:0;"
12,state,idle_open_diff_confirmed_by_toggle,0,130,3,5,5,1,1076.0,850,829,485,3,,False,"B:0,ID:130,BY:3,BI:5,D:1;"
12,state,idle_open_diff_confirmed_by_toggle,0,420,4,6,6,0,1076.0,170,166,98,3,,False,"B:0,ID:420,BY:4,BI:6,D:0;"
12,state,idle_open_diff_confirmed_by_toggle,0,4FA,7,2,2,1,1076.0,170,165,98,3,,False,"B:0,ID:4FA,BY:7,BI:2,D:1;"
12,state,idle_open_diff_confirmed_by_toggle,0,420,4,1,1,0,1075.0,170,166,98,3,,False,"B:0,ID:420,BY:4,BI:1,D:0;"
12,state,idle_open_diff_confirmed_by_toggle,0,415,1,5,5,1,1070.0,170,166,106,3,,False,"B:0,ID:415,BY:1,BI:5,D:1;"
12,state,idle_open_diff_confirmed_by_toggle,0,9F,4,5,5,1,1066.0,85,83,101,2,,False,"B:0,ID:9F,BY:4,BI:5,D:1;"
