event_id,mode,reason,bus,id_hex,byte,bit_lsb0,bit_out,expected,score,idle_samples,open_samples,action_samples,action_transitions,press_count,overflow,rule
36,button,exact_press_release_count,0,120,0,4,4,1,1077.0,56,0,17,6,3,False,"B:0,ID:120,BY:0,BI:4,D:1;"
36,button,exact_press_release_count,0,120,0,6,6,1,1073.0,56,0,13,6,3,False,"B:0,ID:120,BY:0,BI:6,D:1;"
