event_id,mode,reason,bus,id_hex,byte,bit_lsb0,bit_out,expected,score,idle_samples,open_samples,action_samples,action_transitions,press_count,overflow,rule
17,button,exact_press_release_count,0,168,5,2,2,1,1072.0,45,0,12,6,3,False,"B:0,ID:168,BY:5,BI:2,D:1;"
