event_id,mode,reason,bus,id_hex,byte,bit_lsb0,bit_out,expected,score,idle_samples,open_samples,action_samples,action_transitions,press_count,overflow,rule
37,button,exact_press_release_count,0,120,0,5,5,1,1078.0,56,0,18,6,3,False,"B:0,ID:120,BY:0,BI:5,D:1;"
37,button,exact_press_release_count,0,120,0,6,6,1,1072.0,56,0,12,6,3,False,"B:0,ID:120,BY:0,BI:6,D:1;"
